50,258,6,6
32,259,5,6
12,257,5,6
40,272,4,7
56,280,6,8
60,267,7,11
104,292,4,6
101,305,6,7
87,307,6,8
76,304,6,7
69,304,5,6
61,314,6,8
50,307,5,6
42,303,5,4
39,311,6,8
20,282,4,7
2,285,4,7
0,300,4,6
115,306,6,8
125,292,5,8
128,302,5,6
137,314,4,8
112,325,6,8
18,321,7,8
15,299,5,7
18,333,8,9
37,324,7,11
9,341,5,9
117,339,6,10
107,320,5,6
127,359,6,7
119,365,7,8
91,354,7,10
54,343,7,8
69,349,9,12
40,348,6,8
25,350,7,8
2,363,9,12
33,359,7,8
34,369,10,8
54,369,8,14
85,381,8,9
89,370,7,9
66,389,7,10
51,396,12,15
85,399,10,11
118,390,9,12
17,399,7,9
96,402,9,8
64,326,8,8
66,343,9,8
28,423,8,17
56,423,14,16
91,417,12,19
118,411,6,10
131,409,10,13
124,433,11,14
146,426,11,15
162,422,11,14
178,451,11,16
166,389,9,13
153,400,10,10
142,384,8,11
170,360,10,11
168,342,8,10
137,348,8,10
186,323,8,8
167,320,6,7
148,325,7,8
184,305,5,6
177,304,5,8
155,306,6,8
152,301,5,7
61,366,11,13
3,405,13,15
6,442,12,15
140,293,6,7
148,289,4,6
194,348,7,9
185,362,9,7
190,389,10,11
153,275,6,6
204,277,4,5
199,286,3,5
217,292,3,6
229,298,4,6
239,292,3,6
240,276,5,7
274,298,4,6
281,307,4,7
264,312,4,6
249,308,4,5
265,324,6,6
244,323,6,7
221,321,5,5
204,314,5,6
211,323,5,8
267,346,8,9
252,347,6,10
216,356,7,8
211,366,10,11
242,380,8,10
273,390,11,13
256,401,9,13
244,367,7,10
193,379,11,12
215,418,10,14
219,429,12,16
239,429,7,11
259,416,11,15
289,429,10,15
308,429,9,14
314,419,12,13
319,392,8,12
396,287,3,7
385,289,5,7
372,290,5,7
410,302,5,6
356,308,4,6
332,289,5,7
317,283,5,7
311,300,5,6
298,309,5,7
307,320,4,7
290,324,5,10
281,350,6,7
302,350,5,7
318,326,5,8
353,296,4,6
342,293,5,6
304,287,5,6
331,361,7,11
361,362,7,11
378,340,5,8
386,337,6,10
414,320,5,7
407,320,5,7
425,330,6,9
434,327,6,8
412,348,5,6
419,364,7,8
402,371,6,7
409,381,6,8
394,376,7,11
372,377,7,11
402,388,8,11
437,386,7,8
433,354,5,14
428,395,8,11
425,405,6,13
425,420,9,12
392,414,13,17
363,398,7,9
348,408,8,12
349,432,12,14
366,432,12,16
380,427,9,11
421,435,8,13
431,448,7,10
539,280,5,7
529,280,5,6
514,276,4,6
542,289,5,7
526,289,5,6
508,287,3,5
495,294,4,5
486,288,4,8
473,290,4,6
446,299,5,5
457,307,4,6
477,301,3,6
469,299,4,6
489,305,5,6
529,302,5,8
520,307,5,7
506,313,6,8
520,318,5,5
537,315,5,8
528,333,4,5
511,338,6,6
492,321,5,7
462,330,5,6
450,322,5,5
450,338,7,8
484,342,6,8
528,346,6,10
526,358,5,9
513,371,6,10
479,366,8,11
457,387,9,11
502,392,7,9
494,393,6,9
475,385,6,8
528,382,6,10
537,385,9,9
532,396,8,10
466,416,7,8
511,440,9,13
491,431,11,14
477,436,10,14
461,430,9,12
448,441,11,10
458,443,11,11
490,368,8,11
450,356,8,11
574,167,35,39
682,269,4,6
674,281,6,7
656,289,5,7
701,359,7,7
680,355,5,10
657,372,8,10
677,372,9,9
696,376,6,7
680,387,7,11
699,390,8,10
715,388,8,12
693,414,10,13
710,419,9,11
709,437,13,18
832,271,4,7
819,283,4,6
780,300,5,6
804,309,5,6
823,306,5,7
831,322,4,8
809,321,6,7
783,321,5,6
780,310,5,7
792,337,5,9
811,341,5,6
818,344,5,9
836,340,5,7
825,350,7,9
798,357,7,10
807,375,6,10
823,375,5,9
810,394,8,12
780,406,7,11
762,433,11,15
803,418,7,13
831,415,7,10
803,431,7,11
826,432,15,18
835,408,7,11
999,286,5,6
984,286,4,6
972,300,5,6
958,274,4,5
951,274,4,6
932,289,4,6
906,281,4,5
920,273,3,5
849,265,6,7
884,278,5,5
872,286,4,5
885,287,5,5
851,297,4,5
864,301,5,7
856,322,5,9
884,296,5,7
844,303,5,6
842,296,4,6
851,275,4,7
892,296,4,5
937,304,5,6
947,310,4,6
962,316,5,7
969,314,5,7
991,313,5,6
1003,318,6,9
996,323,4,7
974,327,5,8
907,309,6,7
899,326,3,7
915,324,4,6
936,320,5,8
924,329,5,7
844,320,7,9
874,324,5,9
883,340,4,7
840,352,6,9
856,358,6,8
852,347,5,7
901,348,5,7
884,359,6,9
845,370,7,12
859,378,7,10
878,375,7,9
885,380,7,10
912,372,7,12
903,357,8,9
926,340,5,8
936,353,6,9
962,357,7,12
942,380,7,11
970,368,6,11
987,359,6,8
993,369,12,11
942,332,6,8
944,325,6,10
876,401,7,11
875,424,8,10
936,421,9,11
961,406,7,10
995,392,9,9
989,401,6,9
1012,416,10,9
989,424,11,13
973,435,7,9
956,433,8,13
911,447,10,12
905,428,6,11
886,442,9,12
843,433,8,13
800,456,11,14
479,319,7,8
679,287,5,7
696,283,5,7
716,257,4,7
696,274,5,9
666,264,4,6
671,248,7,9
648,347,8,10
651,360,11,9
218,310,5,5
205,305,6,9
185,272,4,6
200,298,6,9
332,317,6,8
413,342,5,8
318,381,7,7
422,315,6,7
375,349,5,8
342,365,5,7
167,279,5,7
165,292,3,5
172,291,4,6
181,290,6,7
297,264,3,6
213,265,4,6
231,266,4,7
323,306,6,8
338,270,4,6
96,323,6,7
