238,372,21,25
278,363,20,22
307,368,21,18
348,393,10,14
395,370,17,16
363,336,16,22
409,317,17,26
390,305,15,19
446,294,16,22
479,378,16,22
526,371,18,20
575,435,20,24
588,308,15,18
624,326,16,22
604,343,18,24
648,349,19,23
683,343,17,22
703,320,18,18
719,318,20,22
651,428,17,23
642,483,17,18
712,431,15,24
769,374,12,17
817,301,11,18
826,314,15,19
868,308,18,23
904,336,15,19
857,343,17,20
820,377,15,15
919,354,15,20
946,348,16,19
973,354,14,20
823,407,17,20
791,413,17,21
766,405,16,19
759,436,16,22
818,437,17,25
761,504,19,20
804,483,19,25
866,445,15,19
920,472,12,25
890,504,15,21
849,520,22,20
893,538,15,22
915,547,12,19
829,551,15,19
861,576,16,25
885,587,15,19
892,620,19,26
862,620,19,22
762,559,16,20
771,598,15,19
784,614,17,22
810,628,18,25
810,673,21,23
764,541,19,18
812,531,13,18
847,639,21,27
844,678,22,24
882,688,20,23
910,651,16,24
911,697,21,24
847,708,18,22
784,687,20,26
802,720,21,23
789,785,23,15
793,826,26,24
754,738,18,19
739,601,18,18
737,617,16,16
740,639,22,20
725,670,20,24
745,675,13,20
743,711,18,24
712,737,20,24
732,805,22,21
666,739,21,26
203,427,19,15
255,480,18,20
302,471,21,16
278,506,16,24
294,523,15,22
411,523,17,22
353,544,17,21
365,557,16,19
407,554,18,23
387,573,21,26
395,604,22,20
398,628,20,22
419,645,22,24
436,592,18,23
450,642,14,19
441,674,25,20
316,547,15,25
307,562,17,17
328,561,20,26
271,555,17,24
239,565,18,21
292,588,19,26
366,616,21,20
363,630,19,24
258,612,19,23
216,626,24,22
244,630,18,22
259,643,19,22
331,661,17,20
376,666,22,23
399,712,19,22
371,709,20,20
293,675,18,24
284,666,20,18
237,670,18,25
216,685,17,26
234,744,20,25
341,600,18,25
320,616,16,20
70,557,16,23
56,623,18,23
74,620,21,23
111,588,18,20
150,579,20,25
141,564,17,20
164,562,22,21
195,570,20,23
206,612,19,20
193,629,18,24
154,624,19,21
166,648,20,21
187,671,21,27
64,668,19,21
44,692,19,24
68,716,23,22
77,696,20,24
101,656,19,23
128,651,17,23
73,650,18,24
154,664,18,27
136,683,20,18
146,695,20,22
74,587,17,24
997,276,17,18
1011,287,13,24
995,304,16,22
1012,338,12,23
423,276,16,16
232,784,18,24
275,764,19,20
324,759,21,26
351,784,17,24
382,826,19,28
329,815,19,22
273,796,20,24
206,920,24,26
321,860,24,21
424,863,23,19
382,782,15,22
513,774,12,20
409,908,19,21
171,899,22,26
435,960,22,28
288,984,15,32
983,778,17,22
819,862,25,19
896,867,14,16
930,858,15,22
947,860,14,19
676,892,22,23
124,816,14,24
996,1351,26,39
227,555,8,12
452,529,13,16
780,577,19,23
680,1008,27,31
3,597,19,23
19,599,15,20
16,556,15,22
0,704,16,25
16,691,20,26
695,1147,23,31
532,1170,13,28
612,802,19,22
542,777,12,21
901,897,19,24
25,850,21,23
