16,1,17,12
65,3,16,11
122,2,16,9
166,3,17,15
219,2,17,15
256,16,15,15
280,8,15,15
267,50,16,21
215,43,16,22
214,19,14,16
166,23,15,17
164,41,15,19
125,12,16,20
108,43,15,19
72,13,15,21
55,36,14,18
70,59,18,20
0,50,16,18
59,84,17,20
69,97,19,21
14,140,18,23
71,138,18,21
68,164,20,21
120,135,16,19
121,116,18,20
113,97,17,21
125,76,17,21
157,94,18,19
164,112,18,19
173,130,18,23
208,112,22,21
219,83,18,22
272,88,19,24
253,116,19,19
260,141,21,22
224,138,17,21
250,172,19,23
15,186,17,22
10,202,14,19
13,221,17,24
23,210,11,18
67,197,22,28
65,218,19,20
126,185,19,19
140,170,18,21
104,238,20,24
163,222,17,21
187,194,19,22
197,182,18,23
290,200,18,20
261,226,19,20
209,222,21,22
226,261,19,21
280,254,20,22
293,275,18,19
267,327,20,22
225,334,19,24
198,311,22,27
178,278,20,21
153,299,22,23
144,333,22,20
117,298,21,23
73,291,19,25
26,284,21,27
24,325,22,28
9,349,20,28
64,347,21,23
92,324,19,25
161,358,22,23
120,364,20,22
283,353,21,22
34,378,25,26
105,388,21,26
67,419,21,27
88,445,25,25
119,407,22,23
162,400,20,25
188,413,21,21
170,429,23,26
226,392,20,23
284,381,22,27
19,447,23,25
0,487,20,24
44,515,24,25
29,537,23,25
108,519,26,25
71,496,24,21
129,481,23,27
198,483,22,26
174,517,21,25
252,439,22,26
303,498,23,24
76,557,24,23
39,588,21,29
63,636,27,29
46,670,26,28
123,605,27,24
116,639,24,26
135,697,25,31
73,706,25,31
215,712,28,27
228,659,27,33
241,619,27,30
178,612,19,28
190,580,27,27
149,546,26,28
228,542,26,33
278,571,22,25
277,604,28,26
305,627,28,28
304,662,29,30
300,685,27,34
364,705,27,29
376,626,25,26
368,588,27,28
349,559,23,30
321,534,25,29
0,641,18,28
0,704,25,29
300,27,17,18
303,52,17,21
312,81,17,23
310,115,18,20
303,156,20,22
345,25,17,17
350,46,16,19
339,83,18,21
328,143,19,17
365,130,17,20
362,163,20,20
390,154,19,19
333,0,14,10
383,3,15,18
391,31,17,19
394,55,17,20
408,70,18,18
389,87,19,21
361,78,15,19
421,113,16,17
421,51,16,19
427,4,14,19
439,13,19,20
446,90,14,22
429,172,19,21
445,158,13,21
475,115,17,16
480,153,17,17
522,119,18,22
491,84,18,20
490,50,16,18
483,18,16,18
524,7,14,19
528,36,17,13
537,50,17,20
514,64,16,18
550,101,18,22
537,161,18,20
573,169,17,22
566,38,16,20
570,7,15,19
306,230,18,20
371,211,19,21
437,217,17,23
537,207,17,21
556,217,21,22
589,206,18,22
609,224,18,19
564,248,21,22
501,248,21,21
440,249,18,21
408,278,19,14
349,281,19,25
312,295,20,22
344,257,18,21
420,306,21,24
366,314,21,22
328,329,19,22
343,347,22,25
384,337,17,19
398,361,20,22
461,335,22,28
459,361,22,25
473,294,21,27
539,282,20,23
592,289,19,26
579,295,22,25
531,305,23,24
520,352,22,24
583,339,22,27
603,388,20,22
538,410,21,20
481,414,21,20
412,406,22,26
