214,653,27,29
327,618,20,27
392,606,17,26
375,559,16,19
193,557,20,24
61,549,23,24
138,495,18,29
194,501,20,24
276,503,21,26
331,498,23,22
404,459,20,23
424,494,23,24
245,487,22,24
217,481,18,24
136,467,23,26
200,449,18,22
36,421,21,18
64,440,17,20
92,480,18,20
109,434,20,18
80,421,17,18
146,436,21,17
227,426,18,24
263,430,14,21
280,437,20,18
331,435,19,19
362,445,15,20
141,596,24,21
245,589,23,27
278,557,18,24
398,438,20,15
419,412,20,16
284,405,15,21
314,376,17,19
377,377,15,19
367,406,18,21
342,401,17,19
223,406,19,18
28,366,16,12
46,380,14,18
79,382,15,19
101,405,18,17
131,405,17,19
138,383,14,17
184,407,14,17
187,428,14,19
242,390,17,18
208,377,14,17
123,368,15,15
304,612,20,22
186,649,20,22
444,463,15,19
461,431,18,21
491,474,18,24
501,499,18,23
468,545,23,24
524,568,20,28
492,655,24,25
590,631,25,22
513,614,23,22
564,560,18,24
625,565,22,28
695,607,27,25
757,581,29,29
808,648,28,25
878,536,20,31
825,592,26,27
781,507,25,26
708,551,23,27
720,578,1,2
655,532,25,29
649,497,26,25
573,514,25,18
626,458,19,25
554,470,19,21
526,467,16,18
481,457,20,18
581,444,22,16
516,401,22,23
639,431,17,21
671,432,24,24
678,466,19,20
736,442,21,29
729,512,19,19
749,471,20,25
788,449,18,20
831,441,20,19
882,477,23,25
883,418,20,26
802,419,21,20
734,424,18,16
772,409,16,17
864,395,22,25
906,395,15,16
932,407,18,20
947,451,23,23
985,417,20,24
991,376,21,25
954,501,18,23
1009,444,15,28
995,527,24,23
991,595,24,31
920,623,25,32
867,301,19,17
914,321,21,23
984,327,19,21
945,360,19,23
955,387,19,22
888,359,19,23
906,298,18,18
945,297,18,16
977,266,18,17
924,262,13,15
848,328,17,19
811,294,18,17
800,325,18,15
734,285,14,18
753,298,19,16
755,268,17,15
781,256,14,12
809,252,15,13
815,271,15,17
646,328,18,20
638,375,20,21
648,397,0,2
692,382,17,20
746,379,18,22
662,367,20,19
691,339,14,20
604,335,17,21
576,330,19,20
577,364,16,23
591,390,20,23
620,307,20,16
700,249,13,13
662,249,16,11
631,240,15,13
840,268,15,13
861,270,15,13
973,224,15,19
975,173,13,12
928,168,12,12
909,189,12,17
898,203,14,15
907,240,14,17
825,185,14,12
854,181,15,14
806,225,14,13
815,176,10,12
782,188,12,11
990,155,15,15
551,299,16,17
520,302,16,20
493,296,17,18
471,333,17,16
502,350,13,19
540,367,19,19
486,387,19,18
428,366,17,22
441,345,18,23
422,345,14,17
475,282,16,23
433,302,17,19
415,271,16,15
457,266,13,19
554,258,13,16
531,252,14,19
505,240,15,15
