170,95,10,12
158,99,8,9
204,101,9,12
213,95,9,15
76,47,8,11
59,33,8,15
286,39,11,11
265,127,16,13
260,95,10,13
275,85,8,10
281,99,10,11
304,110,12,13
322,51,10,12
330,92,11,19
184,37,10,14
340,29,6,11
331,22,7,10
223,12,8,15
340,17,9,12
335,0,14,10
356,47,12,16
374,50,9,14
350,99,13,15
361,126,11,12
380,32,12,14
391,82,10,13
225,84,11,15
15,196,6,16
0,1106,58,133
0,868,28,96
85,872,69,87
153,873,45,71
824,1229,51,111
878,1151,97,122
948,858,60,89
469,656,117,138
51,784,52,57
151,680,47,58
215,668,27,43
327,642,38,64
429,669,45,65
593,637,29,36
544,604,31,34
499,587,18,23
10,569,25,49
34,570,17,36
59,563,15,27
92,567,36,54
197,561,26,36
173,529,18,30
298,566,23,29
383,562,28,33
656,586,19,32
606,513,15,18
66,507,21,31
298,435,20,24
190,423,22,20
63,625,20,37
17,522,15,23
22,20,10,14
91,14,12,15
102,0,9,8
73,18,10,12
49,11,10,11
111,39,14,15
110,73,13,14
40,130,11,15
12,76,12,16
0,83,4,12
0,138,7,24
188,275,7,11
209,318,9,13
75,339,10,14
98,241,10,14
23,351,10,30
33,392,17,21
92,392,19,31
107,386,18,20
133,385,13,23
205,400,16,15
250,406,16,30
677,640,16,22
698,601,19,20
579,621,26,28
674,542,11,21
716,549,16,28
718,726,47,74
771,696,22,31
815,808,30,43
928,692,39,43
200,132,12,17
262,160,11,16
323,157,13,13
350,142,11,13
445,90,9,14
484,69,9,12
439,74,7,9
409,115,12,14
301,149,9,14
750,116,10,11
752,132,7,11
757,15,9,9
776,9,8,8
894,491,11,17
1003,494,12,19
737,514,16,21
879,500,14,14
668,514,13,17
778,383,16,15
808,420,19,18
846,456,12,14
879,404,15,16
863,353,18,19
914,387,14,16
936,396,11,19
939,350,11,14
963,453,14,18
970,420,11,18
1006,421,9,13
1015,439,9,18
1008,364,10,14
1007,341,16,18
820,365,11,22
923,369,17,19
913,444,11,17
779,280,12,14
799,262,13,14
832,329,17,17
883,302,11,16
922,312,14,14
944,279,13,14
926,284,12,15
976,298,10,16
1010,303,13,16
987,275,12,14
810,299,11,14
858,279,8,18
866,260,10,15
889,240,13,13
924,234,13,15
946,263,6,10
968,234,7,16
860,238,8,10
833,230,10,10
872,225,11,12
961,204,11,13
997,198,8,14
1006,234,11,13
815,191,9,13
895,176,9,15
813,167,10,11
862,171,8,8
942,136,11,13
918,189,13,13
706,112,11,13
741,148,11,11
690,142,9,12
996,136,6,11
967,24,7,8
984,52,10,10
748,83,8,11
946,89,9,12
944,3,8,11
889,16,6,10
979,15,7,10
999,11,6,11
975,39,10,11
972,52,7,11
847,427,11,14
891,376,10,12
891,269,9,15
867,631,12,19
902,689,13,22
921,652,20,23
988,605,12,30
647,144,10,10
688,66,6,8
609,124,8,11
632,108,6,9
653,105,7,8
623,81,8,11
632,51,9,14
657,41,9,13
619,40,7,12
623,22,7,11
635,23,9,10
641,5,6,9
668,44,6,9
674,96,11,13
703,89,7,12
712,36,12,13
684,35,10,15
712,73,10,11
405,64,5,11
455,63,6,10
467,52,9,12
465,33,10,13
444,17,10,14
434,18,8,13
474,11,10,12
493,42,7,10
476,28,7,13
522,38,8,10
554,30,6,12
564,7,6,10
551,55,10,16
503,96,8,12
517,100,9,13
537,116,8,13
549,114,10,14
522,11,7,14
393,2,7,10
413,19,7,7
393,24,7,10
508,46,8,9
481,56,9,13
571,53,7,10
588,93,12,14
605,54,10,13
683,5,6,9
550,82,11,12
608,97,9,10
580,2,5,10
608,3,6,13
592,28,8,9
590,36,5,10
559,23,8,11
573,21,7,12
578,25,11,13
775,87,6,11
720,92,8,11
729,39,8,10
540,104,8,11
522,90,9,14
507,67,9,13
564,140,8,14
181,5,8,10
173,40,8,9
214,3,11,11
155,51,13,13
145,44,8,12
134,45,7,12
427,32,6,10
501,11,6,9
513,6,6,7
528,3,6,9
144,84,10,13
834,242,10,11
841,257,10,10
820,236,8,13
821,258,6,12
804,142,11,11
842,148,9,9
820,121,11,12
836,124,8,10
840,542,21,26
820,18,8,10
795,30,7,8
876,9,9,11
904,31,8,9
917,40,9,10
932,13,7,10
920,15,6,11
963,38,8,11
980,80,9,14
953,75,8,10
848,48,9,11
860,72,9,11
847,65,8,12
828,66,7,9
885,68,9,12
915,70,9,12
955,110,11,11
976,109,6,9
974,129,8,11
969,120,8,11
963,127,9,14
932,113,11,12
914,94,8,9
902,89,9,11
875,89,10,13
878,128,9,10
916,154,8,11
907,144,12,12
912,130,10,9
941,169,11,13
925,172,11,11
989,181,8,11
1004,120,7,10
800,128,9,12
785,121,9,10
908,57,10,8
919,52,7,9
893,49,6,11
885,40,5,9
764,85,8,12
739,91,8,13
740,60,7,12
751,57,10,11
833,48,8,11
845,24,9,12
884,154,8,12
738,569,28,40
819,541,20,21
818,502,15,22
839,514,10,16
984,667,27,34
1006,666,13,18
997,600,15,20
917,602,13,20
913,544,15,26
980,528,15,26
93,89,8,14
147,19,10,11
130,13,7,9
246,31,12,13
133,130,12,13
163,121,10,16
49,225,17,21
45,200,18,18
86,204,10,15
96,207,7,10
77,236,12,19
56,269,14,15
27,294,19,22
41,324,21,23
140,213,14,14
164,220,12,13
205,199,12,19
159,236,7,13
174,243,13,15
143,263,15,19
132,273,12,19
91,281,9,14
139,323,11,19
223,225,12,15
211,227,9,10
205,238,7,9
196,307,13,16
221,308,9,11
120,356,18,21
255,314,11,17
217,357,19,18
264,349,16,20
283,367,15,14
297,358,13,18
271,230,11,12
294,283,10,14
271,285,9,12
